episode_id,cell_id,x,y,z,surface_normal_x,surface_normal_y,surface_normal_z,force_N,rpm,feed_mm_s,step_over_mm,step_over_ratio,pass_count,roughness_before,roughness_after,scratch_before,scratch_after,ra_before_um,ra_after_um,rz_before_um,rz_after_um,clearcoat_before_um,clearcoat_after_um,clearcoat_removed_um,is_defect,dwell_weighted_s,contact_steps,recipe_id,surface_seed
0,80,0.003000,0.041000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.296434,0.181241,0.000000,0.000000,0.159979,0.115579,1.423962,0.904744,40.0000,38.7580,1.242020,0,36.4953,476,recipe_00020,1000
0,81,0.003000,0.043000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.130288,0.105313,0.000000,0.000000,0.091303,0.087253,0.546501,0.409128,40.0000,38.7474,1.252576,0,36.7925,482,recipe_00020,1000
0,82,0.003000,0.045000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.079376,0.098583,0.000000,0.000000,0.067727,0.083209,0.265478,0.363326,40.0000,38.7452,1.254798,0,37.1004,490,recipe_00020,1000
0,83,0.003000,0.047000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.073438,0.100118,0.000000,0.000000,0.059888,0.084952,0.265478,0.363326,40.0000,38.7510,1.248983,0,37.2341,492,recipe_00020,1000
0,84,0.003000,0.049000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.068453,0.099696,0.000000,0.000000,0.054585,0.084332,0.263002,0.366136,40.0000,38.7564,1.243649,0,37.2842,492,recipe_00020,1000
0,85,0.003000,0.051000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.077839,0.098626,0.000000,0.000000,0.055076,0.082264,0.322363,0.368886,40.0000,38.7579,1.242071,0,37.3416,494,recipe_00020,1000
0,86,0.003000,0.053000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.192870,0.134597,0.000000,0.000000,0.085974,0.092942,0.879353,0.593632,40.0000,38.7648,1.235200,0,37.2691,492,recipe_00020,1000
0,87,0.003000,0.055000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.340362,0.206072,0.000000,0.000000,0.178163,0.125661,1.586347,1.020477,40.0000,38.7779,1.222113,0,37.2035,492,recipe_00020,1000
0,88,0.003000,0.057000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,7,0.445900,0.263730,0.000000,0.000000,0.295702,0.172578,1.760221,1.163670,40.0000,38.7675,1.232492,0,37.5298,510,recipe_00020,1000
0,89,0.003000,0.059000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,7,0.518372,0.310263,0.000000,0.000000,0.386803,0.222125,1.811676,1.233057,40.0000,38.7636,1.236397,0,37.7316,520,recipe_00020,1000
0,90,0.003000,0.061000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,7,0.553533,0.334937,0.038751,0.000000,0.436275,0.251215,1.847040,1.270950,40.0000,38.8016,1.198380,1,37.7720,522,recipe_00020,1000
0,91,0.003000,0.063000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,7,0.559455,0.339651,0.677564,0.309541,0.446946,0.258569,1.840412,1.277523,40.0000,39.1368,0.863223,1,37.6448,516,recipe_00020,1000
0,92,0.003000,0.065000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,7,0.550070,0.331680,1.528536,0.925390,0.438315,0.252517,1.820032,1.258282,40.0000,39.4129,0.587086,1,37.3624,502,recipe_00020,1000
0,93,0.003000,0.067000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.542020,0.322238,0.684508,0.356354,0.429970,0.244373,1.793327,1.223951,40.0000,39.1942,0.805783,1,37.1798,490,recipe_00020,1000
0,94,0.003000,0.069000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.535464,0.314248,0.000000,0.000000,0.422195,0.237566,1.783541,1.197323,40.0000,38.8199,1.180137,1,37.2806,492,recipe_00020,1000
0,95,0.003000,0.071000,0.000000,0.0000,0.0000,1.0000,5.7780,5436.0,5.9460,20.240,0.1840,6,0.529997,0.307043,0.000000,0.000000,0.415034,0.231803,1.803317,1.159112,40.0000,38.7684,1.231634,0,37.2968,492,recipe_00020,1000
